catalog,well,plate,order,family,genus,species,date,dates_corr,year,orders
23U972,A2,CDFA_P14,Diptera (Brachycera),Drosophilidae,Gitona,americana,2.XI.1981,1981-11-02,1981,Diptera
23U975,B2,CDFA_P14,Diptera (Brachycera),Drosophilidae,Gitona,americana,2.XI.1981,1981-11-02,1981,Diptera
23U978,C2,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,azteca,8.XI.2010,2010-11-08,2010,Diptera
23U979,D2,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,azteca,8.XI.2010,2010-11-08,2010,Diptera
23U982,E2,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,busckii,29.X.1996,1996-10-29,1996,Diptera
23U984,F2,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,busckii,29.X.1996,1996-10-29,1996,Diptera
23U985,G2,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,busckii,23.I.1998,1998-01-23,1998,Diptera
23U986,H2,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,hydei,13.X.1987,1987-10-13,1987,Diptera
23U989,A3,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,hydei,13.X.1987,1987-10-13,1987,Diptera
23U990,B3,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,hydei,13.X.1987,1987-10-13,1987,Diptera
23U992,C3,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,pseudoobscura,8.XI.2010,2010-11-08,2010,Diptera
23U993,D3,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,pseudoobscura,8.XI.2010,2010-11-08,2010,Diptera
23U994,E3,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,simulans,5.X.2009,2009-10-05,2009,Diptera
23U997,F3,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,simulans,5.X.2009,2009-10-05,2009,Diptera
23U998,G3,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,simulans,5.X.2009,2009-10-05,2009,Diptera
23U999,H3,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,suzukii,2.XI.2009,2009-11-02,2009,Diptera
23U1000,A4,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,suzukii,2.XI.2009,2009-11-02,2009,Diptera
23U1001,B4,CDFA_P14,Diptera (Brachycera),Drosophilidae,Drosophila,suzukii,2.XI.2009,2009-11-02,2009,Diptera
23U1002,C4,CDFA_P14,Diptera (Brachycera),Milichiidae,Milichiella,lacteipennis,9.IX.1999,1999-09-09,1999,Diptera
23U1003,D4,CDFA_P14,Diptera (Brachycera),Milichiidae,Milichiella,lacteipennis,9.IX.1999,1999-09-09,1999,Diptera
23U1004,E4,CDFA_P14,Diptera (Brachycera),Milichiidae,Milichiella,lacteipennis,9.IX.1999,1999-09-09,1999,Diptera
23U1005,F4,CDFA_P14,Diptera (Brachycera),Ephrydidae,Mosillus,bidentatus,28.IX.2004,2004-09-28,2004,NA
23U1006,G4,CDFA_P14,Diptera (Brachycera),Ephrydidae,Mosillus,bidentatus,28.IX.2004,2004-09-28,2004,NA
23U1007,H4,CDFA_P14,Diptera (Brachycera),Ephrydidae,Mosillus,bidentatus,28.IX.2004,2004-09-28,2004,NA
23U1008,A5,CDFA_P14,Diptera (Brachycera),Ephrydidae,Scatella,sp.,14.V.2012,2012-05-14,2012,NA
23U1009,B5,CDFA_P14,Diptera (Brachycera),Ephrydidae,Scatella,sp.,14.V.2012,2012-05-14,2012,NA
23U1010,C5,CDFA_P14,Diptera (Brachycera),Ephrydidae,Scatella,sp.,14.V.2012,2012-05-14,2012,NA
23U1011,D5,CDFA_P14,Diptera (Brachycera),Chyromyidae,Chyromya,feromella,10.IV.2003,2003-04-10,2003,Diptera
23U1012,E5,CDFA_P14,Diptera (Brachycera),Chyromyidae,Chyromya,feromella,10.IV.2003,2003-04-10,2003,Diptera
23U1013,F5,CDFA_P14,Diptera (Brachycera),Heleomyzidae,Tephrochlamys,rufiventris,8.IV.2011,2011-04-08,2011,Diptera
23U1014,G5,CDFA_P14,Diptera (Brachycera),Heleomyzidae,Tephrochlamys,NA,13.V.2013,2013-05-13,2013,Diptera
23U1015,H5,CDFA_P14,Diptera (Brachycera),Heleomyzidae,Tephrochlamys,NA,13.V.2013,2013-05-13,2013,Diptera
23U1016,A6,CDFA_P14,Diptera (Brachycera),Heleomyzidae,Suillia,NA,3.VII.2006,2006-07-03,2006,Diptera
23U1017,B6,CDFA_P14,Diptera (Brachycera),Heleomyzidae,Suillia,NA,2.VI.2007,2007-06-02,2007,Diptera
23U1018,C6,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Leptocera,acutangula,21.VII.1980,1980-07-21,1980,Diptera
23U1019,D6,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Leptocera,acutangula,21.VII.1980,1980-07-21,1980,Diptera
23U1020,E6,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Leptocera,acutangula,21.VII.1980,1980-07-21,1980,Diptera
23U1021,F6,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Coproica,ferruginata,7.IV.1989,1989-04-07,1989,Diptera
23U1022,G6,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Coproica,ferruginata,7.IV.1989,1989-04-07,1989,Diptera
23U1023,H6,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Coproica,ferruginata,7.IV.1989,1989-04-07,1989,Diptera
23U1024,A7,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Lotophila,atra,21.I.1980,1980-01-21,1980,Diptera
23U1025,B7,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Lotophila,atra,21.I.1980,1980-01-21,1980,Diptera
23U1026,C7,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Lotophila,atra,21.I.1980,1980-01-21,1980,Diptera
23U1027,D7,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Leptocera,caenosa,15.II.1990,1990-02-15,1990,Diptera
23U1028,E7,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Leptocera,fontinalis,19.IX.2008,2008-09-19,2008,Diptera
23U1029,F7,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Leptocera,NA,22.II.2009,2009-02-22,2009,Diptera
23U1030,G7,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Leptocera,NA,22.II.2009,2009-02-22,2009,Diptera
23U1031,H7,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Leptocera,NA,22.II.2009,2009-02-22,2009,Diptera
23U1032,A8,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Thoracochaeta,arnaudi,11.X.1981,1981-10-11,1981,Diptera
23U1033,B8,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Thoracochaeta,arnaudi,11.X.1981,1981-10-11,1981,Diptera
23U1034,C8,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Thoracochaeta,johnsoni,18.II.2007,2007-02-18,2007,Diptera
23U1035,D8,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Thoracochaeta,johnsoni,11.X.1981,1981-10-11,1981,Diptera
23U1036,E8,CDFA_P14,Diptera (Brachycera),Sphaeroceridae,Thoracochaeta,johnsoni,11.X.1981,1981-10-11,1981,Diptera
23U1037,F8,CDFA_P14,Diptera (Brachycera),Hippoboscidae,Stilbometopa,NA,19.XII.2006,2006-12-19,2006,Diptera
23U1038,G8,CDFA_P14,Diptera (Brachycera),Hippoboscidae,Pseudolynchia,canariensis,13.IX.2004,2004-09-13,2004,Diptera
23U1039,H8,CDFA_P14,Diptera (Brachycera),Hippoboscidae,Pseudolynchia,canariensis,II.2003,NA,NA,Diptera
23U1040,A9,CDFA_P14,Diptera (Brachycera),Hippoboscidae,Lipoptena,depressa,30.VI.1994,1994-06-30,1994,Diptera
23U1041,B9,CDFA_P14,Diptera (Brachycera),Hippoboscidae,Lipoptena,depressa,30.VI.1994,1994-06-30,1994,Diptera
23U1042,C9,CDFA_P14,Diptera (Brachycera),Hippoboscidae,Lipoptena,depressa,30.VI.1994,1994-06-30,1994,Diptera
23U1043,D9,CDFA_P14,Diptera (Brachycera),Anthomyiidae,Fucellia,rufitibia,15.VI.2003,2003-06-15,2003,Diptera
23U1044,E9,CDFA_P14,Diptera (Brachycera),Anthomyiidae,Fucellia,rufitibia,15.VI.2003,2003-06-15,2003,Diptera
23U1045,F9,CDFA_P14,Diptera (Brachycera),Anthomyiidae,Fucellia,rufitibia,15.VI.2003,2003-06-15,2003,Diptera
23U1046,G9,CDFA_P14,Diptera (Brachycera),Anthomyiidae,Fucellia,thinobia,19.IX.2007,2007-09-19,2007,Diptera
23U1047,H9,CDFA_P14,Diptera (Brachycera),Anthomyiidae,Fucellia,thinobia,19.IX.2007,2007-09-19,2007,Diptera
23U1048,A10,CDFA_P14,Diptera (Brachycera),Anthomyiidae,Fucellia,thinobia,19.IX.2007,2007-09-19,2007,Diptera
23U1049,B10,CDFA_P14,Diptera (Brachycera),Anthomyiidae,Delia,antiqua,4.VIII.1981,1981-08-04,1981,Diptera
23U1050,C10,CDFA_P14,Diptera (Brachycera),Anthomyiidae,Delia,antiqua,4.VIII.1981,1981-08-04,1981,Diptera
23U1051,D10,CDFA_P14,Diptera (Brachycera),Anthomyiidae,Anthomyia,oculifera,10.III.2005,2005-03-10,2005,Diptera
23U1052,E10,CDFA_P14,Diptera (Brachycera),Anthomyiidae,Anthomyia,oculifera,10.III.2005,2005-03-10,2005,Diptera
23U1053,F10,CDFA_P14,Diptera (Brachycera),Fanniidae,Fannia,cf. benjamini,12.XI.1986,1986-11-12,1986,Diptera
23U1054,G10,CDFA_P14,Diptera (Brachycera),Fanniidae,Fannia,cf. benjamini,12.XI.1986,1986-11-12,1986,Diptera
23U1055,H10,CDFA_P14,Diptera (Brachycera),Fanniidae,Fannia,cf. benjamini,12.XI.1986,1986-11-12,1986,Diptera
23U1056,A11,CDFA_P14,Diptera (Brachycera),Fanniidae,Fannia,conspicua,12.VIII.1998,1998-08-12,1998,Diptera
23U1057,B11,CDFA_P14,Diptera (Brachycera),Fanniidae,Fannia,conspicua,12.VIII.1998,1998-08-12,1998,Diptera
23U1058,C11,CDFA_P14,Diptera (Brachycera),Muscidae,Musca,autumnalis,30.XI.2009,2009-11-30,2009,Diptera
23U1059,D11,CDFA_P14,Diptera (Brachycera),Muscidae,Musca,autumnalis,2009,NA,NA,Diptera
23U1060,E11,CDFA_P14,Diptera (Brachycera),Muscidae,Stomoxys,calcitrans,9.IX.2013,2013-09-09,2013,Diptera
23U1061,F11,CDFA_P14,Diptera (Brachycera),Muscidae,Stomoxys,calcitrans,9.IX.2013,2013-09-09,2013,Diptera
23U1062,G11,CDFA_P14,Diptera (Brachycera),Muscidae,Coenosia,humilis,26.IX.1988,1988-09-26,1988,Diptera
23U1063,H11,CDFA_P14,Diptera (Brachycera),Muscidae,Coenosia,humilis,18.XI.2003,2003-11-18,2003,Diptera
23U1064,A12,CDFA_P14,Diptera (Brachycera),Muscidae,Coenosia,tigrina,18.XI.2003,2003-11-18,2003,Diptera
23U1065,B12,CDFA_P14,Diptera (Brachycera),Muscidae,Schoenomyza,dorsalis,2.VII.2002,2002-07-02,2002,Diptera
23U1066,C12,CDFA_P14,Diptera (Brachycera),Scathophagidae,Scathophaga,stercoraria,25.IV.2002,2002-04-25,2002,Diptera
23U1067,D12,CDFA_P14,Diptera (Brachycera),Scathophagidae,Scathophaga,stercoraria,25.IV.2002,2002-04-25,2002,Diptera
23U1068,E12,CDFA_P14,Diptera (Brachycera),Scathophagidae,Scathophaga,stercoraria,25.IV.2002,2002-04-25,2002,Diptera
23U1069,F12,CDFA_P14,Diptera (Brachycera),Calliphoridae,Chrysomya,megacephala,8.VIII.1988,1988-08-08,1988,Diptera
23U581,A1,CDFA_P11,Diptera (Brachycera),Tephritidae,Terellia,fuscicornis,13.VIII.2007,2007-08-13,2007,Diptera
23U582,B1,CDFA_P11,Diptera (Brachycera),Tephritidae,Terellia,fuscicornis,22.VIII.2000,2000-08-22,2000,Diptera
23U583,C1,CDFA_P11,Diptera (Brachycera),Tephritidae,Terellia,fuscicornis,24.VIII.2009,2009-08-24,2009,Diptera
23U585,D1,CDFA_P11,Diptera (Brachycera),Tephritidae,Terellia,occidentalis,4.VIII.1997,1997-08-04,1997,Diptera
23U587,E1,CDFA_P11,Diptera (Brachycera),Tephritidae,Terellia,occidentalis,12.VI.2000,2000-06-12,2000,Diptera
23U589,F1,CDFA_P11,Diptera (Brachycera),Tephritidae,Terellia,occidentalis,16.VII.1999,1999-07-16,1999,Diptera
23U590,G1,CDFA_P11,Diptera (Brachycera),Tephritidae,Tomoplagia,cressoni,8.VII.2003,2003-07-08,2003,Diptera
23U591,H1,CDFA_P11,Diptera (Brachycera),Tephritidae,Tomoplagia,cressoni,13.VI.2003,2003-06-13,2003,Diptera
23U592,A2,CDFA_P11,Diptera (Brachycera),Tephritidae,Tomoplagia,cressoni,9.V.2006,2006-05-09,2006,Diptera
23U593,B2,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,bisetosa,24.IV.1985,1985-04-24,1985,Diptera
23U594,C2,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,bisetosa,24.IV.1985,1985-04-24,1985,Diptera
23U595,D2,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,bisetosa,20.VIII.2019,2019-08-20,2019,Diptera
23U596,E2,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,californica,18.IX.2003,2003-09-18,2003,Diptera
23U597,F2,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,conjuncta,02.XII.2009,2009-12-02,2009,Diptera
23U598,G2,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,femoralis,07.VII.2022,2022-07-07,2022,Diptera
23U599,H2,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,imperfecta,24.V.2009,2009-05-24,2009,Diptera
23U600,A3,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,imperfecta,19.IV.2003,2003-04-19,2003,Diptera
23U601,B3,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,imperfecta,23-24.VII.2017,NA,NA,Diptera
23U602,C3,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,jonesi,21.VI.2007,2007-06-21,2007,Diptera
23U603,D3,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,jonesi,29.VI.2016,2016-06-29,2016,Diptera
23U604,E3,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,nigricornis,8.V.2019,2019-05-08,2019,Diptera
23U605,F3,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,nigricornis,8.V.2019,2019-05-08,2019,Diptera
23U606,G3,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,pseudovicina,23.XI.1991,1991-11-23,1991,Diptera
23U607,H3,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,pseudovicina,1.VI.2003,2003-06-01,2003,Diptera
23U608,A4,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,radifera,18.IV.2003,2003-04-18,2003,Diptera
23U609,B4,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,radifera,18.IV.2003,2003-04-18,2003,Diptera
23U610,C4,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,signata,30.VI.2016,2016-06-30,2016,Diptera
23U611,D4,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,signata,20.V.2003,2003-05-20,2003,Diptera
23U612,E4,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,signata,8.X.1988,1988-10-08,1988,Diptera
23U613,F4,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,vicina,27.X.2017,2017-10-27,2017,Diptera
23U614,G4,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,vicina,22.IX.2008,2008-09-22,2008,Diptera
23U615,H4,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,vicina,10.I.2013,2013-01-10,2013,Diptera
23U616,A5,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,wheeleri,27.VI.2003,2003-06-27,2003,Diptera
23U617,B5,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,wheeleri,22.VII.2003,2003-07-22,2003,Diptera
23U618,C5,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,wheeleri,2.VII.2002,2002-07-02,2002,Diptera
23U619,D5,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,sp.,2.IV.1993,1993-04-02,1993,Diptera
23U620,E5,CDFA_P11,Diptera (Brachycera),Tephritidae,Urophora,quadrifasciata,19.VII.1996,1996-07-19,1996,Diptera
23U621,F5,CDFA_P11,Diptera (Brachycera),Tephritidae,Urophora,quadrifasciata,18.VII.1986,1986-07-18,1986,Diptera
23U622,G5,CDFA_P11,Diptera (Brachycera),Tephritidae,Chetostoma,californicum,14.X.2021,2021-10-14,2021,Diptera
23U623,H5,CDFA_P11,Diptera (Brachycera),Tephritidae,Chetostoma,californicum,13.IX.1993,1993-09-13,1993,Diptera
23U624,A6,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,sp.,17.VIII.1983,1983-08-17,1983,Diptera
23U625,B6,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,sp.,22.IX.2008,2008-09-22,2008,Diptera
23U626,C6,CDFA_P11,Diptera (Brachycera),Tephritidae,Trupanea,sp.,1.V.2008,2008-05-01,2008,Diptera
23U627,D6,CDFA_P11,Diptera (Brachycera),Tephritidae,Urophora,quadrifasciata,19.VII.1996,1996-07-19,1996,Diptera
23U628,E6,CDFA_P11,Diptera (Brachycera),Tephritidae,Urophora,stylata,VI.2000,NA,NA,Diptera
23U629,F6,CDFA_P11,Diptera (Brachycera),Tephritidae,Urophora,stylata,VI.2000,NA,NA,Diptera
23U630,G6,CDFA_P11,Diptera (Brachycera),Tephritidae,Urophora,stylata,VI.2000,NA,NA,Diptera
23U631,H6,CDFA_P11,Diptera (Brachycera),Tephritidae,Euleia,fratria,17.VII.2009,2009-07-17,2009,Diptera
23U632,A7,CDFA_P11,Diptera (Brachycera),Tephritidae,Chetostoma,californicum,15.VI.2016,2016-06-15,2016,Diptera
23U633,B7,CDFA_P11,Diptera (Brachycera),Tephritidae,Valentibulla,californica,19.V.1981,1981-05-19,1981,Diptera
23U634,C7,CDFA_P11,Diptera (Brachycera),Tephritidae,Valentibulla,californica,19.V.1981,1981-05-19,1981,Diptera
23U635,D7,CDFA_P11,Diptera (Brachycera),Tephritidae,Valentibulla,californica,19.V.1981,1981-05-19,1981,Diptera
23U636,E7,CDFA_P11,Diptera (Brachycera),Tephritidae,Euphranta,canadensis,23.II.2021,2021-02-23,2021,Diptera
23U637,F7,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,basiola,27.VIII.2005,2005-08-27,2005,Diptera
23U639,G7,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,basiola,31.VII.2012,2012-07-31,2012,Diptera
23U640,H7,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,basiola,22.VI.2009,2009-06-22,2009,Diptera
23U641,A8,CDFA_P11,Diptera (Brachycera),Tephritidae,Euleia,fratria,18.V.1987,1987-05-18,1987,Diptera
23U642,B8,CDFA_P11,Diptera (Brachycera),Tephritidae,Euleia,fratria,27.VI.1998,1998-06-27,1998,Diptera
23U643,C8,CDFA_P11,Diptera (Brachycera),Tephritidae,Euleia,fratria,06.VII.2017,2017-07-06,2017,Diptera
23U644,D8,CDFA_P11,Diptera (Brachycera),Tephritidae,Euphranta,canadensis,23.II.2021,2021-02-23,2021,Diptera
23U645,E8,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,completa,29.IX.2003,2003-09-29,2003,Diptera
23U646,F8,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,pomonella,30.IX.2009,2009-09-30,2009,Diptera
23U647,G8,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,pomonella,8.IX.2009,2009-09-08,2009,Diptera
23U648,H8,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,pomonella,31.VIII.2010,2010-08-31,2010,Diptera
23U649,A9,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,berberis,11.VII.1983,1983-07-11,1983,Diptera
23U650,B9,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,berberis,25.VII.1984,1984-07-25,1984,Diptera
23U651,C9,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,completa,11.VIII.2009,2009-08-11,2009,Diptera
23U652,D9,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,completa,11.VIII.2009,2009-08-11,2009,Diptera
23U653,E9,CDFA_P11,Diptera (Brachycera),Agromyzidae,Phytomyza,syngenesiae,24.I.2001,2001-01-24,2001,Diptera
23U654,F9,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,nr genalis,23.IV.1997,1997-04-23,1997,Diptera
23U655,G9,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,nr genalis,23.IV.1997,1997-04-23,1997,Diptera
23U656,H9,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,nr genalis,23.IV.1997,1997-04-23,1997,Diptera
23U657,A10,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,zephyria,24.VII.2008,2008-07-24,2008,Diptera
23U658,B10,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,zephyria,4.IX.1987,1987-09-04,1987,Diptera
23U659,C10,CDFA_P11,Diptera (Brachycera),Tephritidae,Rhagoletis,zephyria,4.IX.1987,1987-09-04,1987,Diptera
23U660,D10,CDFA_P11,Diptera (Brachycera),Agromyzidae,Phytomyza,syngenesiae,24.I.2001,2001-01-24,2001,Diptera
23U661,E10,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,brassicae,4.V.1998,1998-05-04,1998,Diptera
23U662,F10,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,brassicae,20.III.1997,1997-03-20,1997,Diptera
23U663,G10,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,brassicae,30.IV.1997,1997-04-30,1997,Diptera
23U664,H10,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,huidobrensis,17.IV.2005,2005-04-17,2005,Diptera
23U665,A11,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,huidobrensis,"14.V,2008",NA,NA,Diptera
23U666,B11,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,sativae,24.III.2009,2009-03-24,2009,Diptera
23U667,C11,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,langei,2005,NA,NA,Diptera
23U668,D11,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,septentrionalis,15.VI.2003,2003-06-15,2003,Diptera
23U669,E11,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,septentrionalis,15.VI.2003,2003-06-15,2003,Diptera
23U670,F11,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,septentrionalis,24.VII.2009,2009-07-24,2009,Diptera
23U671,G11,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,trifolii,10.X.1998,1998-10-10,1998,Diptera
23U672,H11,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,trifolii,10.X.1998,1998-10-10,1998,Diptera
23U673,A12,CDFA_P11,Diptera (Brachycera),Agromyzidae,Liriomyza,trifolii,10.X.1998,1998-10-10,1998,Diptera
23U674,B12,CDFA_P11,Diptera (Brachycera),Aulacigastridae,Aulacigaster,leucopeza,30.IV.1981,1981-04-30,1981,Diptera
23U675,C12,CDFA_P11,Diptera (Brachycera),Anthomyzidae,Stiphrosoma,vittatum,26.VI.1994,1994-06-26,1994,Diptera
23U676,D12,CDFA_P11,Diptera (Brachycera),Anthomyzidae,Anthomyza,concolor,4.VI.2002,2002-06-04,2002,Diptera
23U677,E12,CDFA_P11,Diptera (Brachycera),Anthomyzidae,Anthomyza,concolor,4.VI.2002,2002-06-04,2002,Diptera
23U678,F12,CDFA_P11,Diptera (Brachycera),Anthomyzidae,Anthomyza,concolor,4.VI.2002,2002-06-04,2002,Diptera
23U680,A1,CDFA_P12,Coleoptera,Carabidae,Anisodactylus,similis,25.VIII.1981,1981-08-25,1981,Coleoptera
23U681,B1,CDFA_P12,Coleoptera,Carabidae,Anisodactylus,nivalis,25.VIII.1981,1981-08-25,1981,Coleoptera
23U682,C1,CDFA_P12,Coleoptera,Carabidae,Anisodactylus,rudis,25.VIII.1981,1981-08-25,1981,Coleoptera
23U684,D1,CDFA_P12,Coleoptera,Carabidae,Dicheirus,dilatatus,27.X.1987,1987-10-27,1987,Coleoptera
23U685,E1,CDFA_P12,Coleoptera,Carabidae,Dicheirus,brunneus,01.V.1981,1981-05-01,1981,Coleoptera
23U686,F1,CDFA_P12,Coleoptera,Carabidae,Dicheirus,piceus,30.VIII.1995,1995-08-30,1995,Coleoptera
23U687,G1,CDFA_P12,Coleoptera,Carabidae,Harpalus,fraternus,25.VIII.1981,1981-08-25,1981,Coleoptera
23U688,H1,CDFA_P12,Coleoptera,Carabidae,Selenophorus,sp.,10.VIII.1981,1981-08-10,1981,Coleoptera
23U690,A2,CDFA_P12,Coleoptera,Carabidae,Calathus,ruficollis ignicollis,13.III.1987,1987-03-13,1987,Coleoptera
23U692,B2,CDFA_P12,Coleoptera,Carabidae,Calathus,ruficollis ruficollis,18.V.1987,1987-05-18,1987,Coleoptera
23U693,C2,CDFA_P12,Coleoptera,Carabidae,Laemostenus,sp.,28.XI.1988,1988-11-28,1988,Coleoptera
23U696,D2,CDFA_P12,Coleoptera,Carabidae,Anchomenus,funebris,26.III.1987,1987-03-26,1987,Coleoptera
23U698,E2,CDFA_P12,Coleoptera,Carabidae,Tanystoma,maculicolle,25.III.1987,1987-03-25,1987,Coleoptera
23U700,F2,CDFA_P12,Coleoptera,Carabidae,Agonum,fossiger,25.III.1987,1987-03-25,1987,Coleoptera
23U704,G2,CDFA_P12,Coleoptera,Carabidae,Agonum,suturale,26.III.1987,1987-03-26,1987,Coleoptera
23U706,H2,CDFA_P12,Coleoptera,Carabidae,Agonum,limbatum,25.III.1987,1987-03-25,1987,Coleoptera
23U707,A3,CDFA_P12,Coleoptera,Carabidae,Agonum,punctiforme,19.V.1980,1980-05-19,1980,Coleoptera
23U708,B3,CDFA_P12,Coleoptera,Carabidae,Platynus,brunneomarginatus,26.III.1987,1987-03-26,1987,Coleoptera
23U709,C3,CDFA_P12,Coleoptera,Carabidae,Tetragonoderus,pallidus,14.VIII.1983,1983-08-14,1983,Coleoptera
23U710,D3,CDFA_P12,Coleoptera,Carabidae,Tetragonoderus,pallidus,25.III.1993,1993-03-25,1993,Coleoptera
23U711,E3,CDFA_P12,Coleoptera,Carabidae,Cymindis,evanescens,12.V.1981,1981-05-12,1981,Coleoptera
23U712,F3,CDFA_P12,Coleoptera,Carabidae,Cymindis,punctigera,02.XII.1981,1981-12-02,1981,Coleoptera
23U713,G3,CDFA_P12,Coleoptera,Carabidae,Calleida,brunnea,25.IX.1980,1980-09-25,1980,Coleoptera
23U714,H3,CDFA_P12,Coleoptera,Carabidae,Tecnophilus,sp.,18.VII.1980,1980-07-18,1980,Coleoptera
23U715,A4,CDFA_P12,Coleoptera,Carabidae,Pseudaptinus,sp.,11.IX.1980,1980-09-11,1980,Coleoptera
23U716,B4,CDFA_P12,Coleoptera,Carabidae,Galerita,sp.,19.IX.1986,1986-09-19,1986,Coleoptera
