"catalog","order","family","genus","species","date","dates_corr","year","orders"
"CASENT9130262","Trichoptera","Brachycentridae","Micrasema","diteris","6/5/19",2019-06-05,"2019","Trichoptera"
"CASENT9116278","Ephemeroptera","Heptageniidae","Nixe","kennedyi","6/5/19",2019-06-05,"2019","Ephemeroptera"
"CASENT9131135","Trichoptera","Rhyacophilidae","Rhyacophila","sp.","6/5/19",2019-06-05,"2019","Trichoptera"
"CASENT9132016","Plecoptera","Nemouridae","Malenka","sp.","6/5/19",2019-06-05,"2019","Plecoptera"
"CASENT9130062","Diptera","Tipulidae","Tipula","sp.","6/5/19",2019-06-05,"2019","Diptera"
"CASENT9131286","Diptera","Dixidae","Dixa","sp.","6/5/19",2019-06-05,"2019","Diptera"
"CASENT9130268","Trichoptera","Philopotamidae","Wormaldia","sp.","6/5/19",2019-06-05,"2019","Trichoptera"
"CASENT9115798","Coleoptera","Dytiscidae","Stictotarsus","striatellus","6/5/19",2019-06-05,"2019","Coleoptera"
"CASENT9130546","Ephemeroptera","Baetidae","Baetis","tricaudatus","6/5/19",2019-06-05,"2019","Ephemeroptera"
"CASENT9131452","Odonata","Gomphidae","Octogomphus","specularis","6/5/19",2019-06-05,"2019","Odonata"
"CASENT9115680","Coleoptera","Dytiscidae","Rhantus","atricolor","6/5/19",2019-06-05,"2019","Coleoptera"
"CASLOT059575","Odonata","Cordulegastridae","Cordulegaster","dorsalis","6/5/19",2019-06-05,"2019","Odonata"
"CASLOT059576","Odonata","Lestidae","Archilestes","grandis","6/5/19",2019-06-05,"2019","Odonata"
"CASLOT059577","Odonata","Gomphidae","Octogomphus","specularis","6/5/19",2019-06-05,"2019","Odonata"
"CASLOT059578","Trichoptera","Lepidostomatidae","Lepidostoma","unicolor","6/5/19",2019-06-05,"2019","Trichoptera"
"CASENT9101291","Coleoptera","Dytiscidae","Coptotomus","sp.","6/5/19",2019-06-05,"2019","Coleoptera"
"CASENT9101288","Megaloptera","Sialidae","Sialis","sp.","6/5/19",2019-06-05,"2019","Megaloptera"
"CASLOT059573","Coleoptera","Dytiscidae","Stictotarsus","striatellus","6/5/19",2019-06-05,"2019","Coleoptera"
"CASLOT059579","Coleoptera","Gyrinidae","Gyrinus","plicifer","6/5/19",2019-06-05,"2019","Coleoptera"
"CASLOT059551","Diptera","Chironomidae",NA,NA,"6/5/19",2019-06-05,"2019","Diptera"
"CASLOT059552","Trichoptera","Hydropsychidae","Hydropsyche","oslari","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059580","Trichoptera","Hydropsychidae","Hydropsyche","philo","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059581","Trichoptera","Hydropsychidae","Hydropsyche","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059582","Trichoptera","Sericostomatidae","Gumaga","griseola","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059583","Trichoptera","Rhyacophilidae","Rhyacophila","vedra","6/4/19",2019-06-04,"2019","Trichoptera"
"CASENT9101289","Trichoptera","Lepidostomatidae","Lepidostoma","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASENT9101292","Trichoptera","Lepidostomatidae","Lepidostoma","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASENT9101287","Trichoptera","Leptoceridae","Oecetis","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059571","Trichoptera","Philopotamidae","Wormaldia","gabriella","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059572","Trichoptera","Psychomyiidae","Tinodes","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASENT9101286","Trichoptera","Glossosomatidae","Agapetus","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059331","Trichoptera","Hydroptilidae","Ochrotrichia","honeyi","6/4/19",2019-06-04,"2019","Trichoptera"
"CASENT9101124","Diptera","Simuliidae","Simulium","sp.","6/4/19",2019-06-04,"2019","Diptera"
"CASLOT059332","Trichoptera","Hydropsychidae","Hydropsyche","philo","6/4/19",2019-06-04,"2019","Trichoptera"
"CASENT9101125","Trichoptera","Hydropsychidae","Hydropsyche","oslari","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059333","Trichoptera","Hydropsychidae","Hydropsyche","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059334","Trichoptera","Sericostomatidae","Gumaga","griseola","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059335","Trichoptera","Lepidostomatidae","Lepidostoma","unicolor","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059336","Trichoptera","Lepidostomatidae","Lepidostoma","cantha","6/4/19",2019-06-04,"2019","Trichoptera"
"CASENT9101126","Trichoptera","Psychomyiidae","Tinodes","consueta","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059337","Trichoptera","Psychomyiidae","Tinodes","provo","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059338","Trichoptera","Psychomyiidae","Tinodes","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059339","Trichoptera","Philopotamidae","Wormaldia","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059340","Trichoptera","Hydroptilidae","Hydroptila","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059341","Diptera","Simuliidae","Simulium","sp.","6/4/19",2019-06-04,"2019","Diptera"
"CASLOT059342","Coleoptera","Dytiscidae","Hydroporus","pervicinus","6/4/19",2019-06-04,"2019","Coleoptera"
"CASLOT059343","Plecoptera","Perlodidae","Isoperla","denningi","6/5/19",2019-06-05,"2019","Plecoptera"
"CASLOT059344","Odonata","Coenagrionidae","Argia","vivida","6/5/19",2019-06-05,"2019","Odonata"
"CASLOT059345","Tricladida","Dugesiidae","Dugesia","sp.","6/5/19",2019-06-05,"2019","Tricladida"
"CASLOT059346","Hemiptera","Belostomatidae","Abedus","indentatus","6/5/19",2019-06-05,"2019","Hemiptera"
"CASENT9101127","Araneae","Tetragnathidae","Tetragnatha","sp.","6/5/19",2019-06-05,"2019","Araneae"
"CASLOT059347","Diptera","Dixidae","Dixa","sp.","6/5/19",2019-06-05,"2019","Diptera"
"CASLOT059348","Diptera","Tipulidae","Tipula","sp.","6/5/19",2019-06-05,"2019","Diptera"
"CASENT9101128","Diptera","Tipulidae","Tipula","sp.","6/5/19",2019-06-05,"2019","Diptera"
"CASLOT059349","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","6/5/19",2019-06-05,"2019","Ephemeroptera"
"CASLOT059350","Ephemeroptera","Baetidae","Fallceon","quilleri","6/5/19",2019-06-05,"2019","Ephemeroptera"
"CASLOT059410","Plecoptera","Nemouridae","Malenka","sp.","6/5/19",2019-06-05,"2019","Plecoptera"
"CASLOT059492","Trichoptera","Hydropsychidae","Hydropsyche","sp.","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059268","Hemiptera","Corixidae","Graptocorixa","uhleroidea","6/3/19",2019-06-03,"2019","Hemiptera"
"CASLOT059351","Odonata","Lestidae","Archilestes","grandis","6/3/19",2019-06-03,"2019","Odonata"
"CASLOT059352","Hemiptera","Notonectidae","Notonecta","hoffmani","6/3/19",2019-06-03,"2019","Hemiptera"
"CASLOT059353","Megaloptera","Sialidae","Sialis","sp.","6/3/19",2019-06-03,"2019","Megaloptera"
"CASLOT059354","Coleoptera","Haliplidae","Peltodytes","simplex","6/3/19",2019-06-03,"2019","Coleoptera"
"CASENT9101129","Coleoptera","Dytiscidae","Stictotarsus","striatellus","6/3/19",2019-06-03,"2019","Coleoptera"
"CASENT9101130","Trichoptera","Sericostomatidae","Gumaga","griseola","6/3/19",2019-06-03,"2019","Trichoptera"
"CASENT9101132","Diptera","Diptera",NA,NA,"6/3/19",2019-06-03,"2019","Diptera"
"CASENT9101133","Megaloptera","Corydalidae","Neohermes","sp.","6/3/19",2019-06-03,"2019","Megaloptera"
"CASENT9101134",NA,"Physidae","Physa","sp.","6/3/19",2019-06-03,"2019",NA
"CASLOT059355","Trichoptera","Hydropsychidae","Hydropsyche","sp.","6/3/19",2019-06-03,"2019","Trichoptera"
"CASLOT059356","Trichoptera","Hydropsychidae","Hydropsyche","sp.","6/3/19",2019-06-03,"2019","Trichoptera"
"CASENT9101135","Odonata","Cordulegastridae","Cordulegaster","dorsalis","6/3/19",2019-06-03,"2019","Odonata"
"CASENT9101136","Trichoptera","Philopotamidae","Wormaldia","sp.","6/3/19",2019-06-03,"2019","Trichoptera"
"CASLOT059357","Diptera","Simuliidae","Simulium","hippovorum","6/3/19",2019-06-03,"2019","Diptera"
"CASLOT059493","Coleoptera","Dytiscidae","Rhantus","atricolor","6/5/19",2019-06-05,"2019","Coleoptera"
"CASLOT059358","Diptera","Chironomidae",NA,NA,"6/3/19",2019-06-03,"2019","Diptera"
"CASLOT059359","Ephemeroptera","Baetidae","Baetis","tricaudatus","6/3/19",2019-06-03,"2019","Ephemeroptera"
"CASLOT059360","Hemiptera","Saldidae","Saldula","pexa","6/3/19",2019-06-03,"2019","Hemiptera"
"CASLOT059361","Diptera","Muscidae","Caricea","sp.","6/3/19",2019-06-03,"2019","Diptera"
"CASLOT059362","Amphipoda","Talitridae","Arcitalitrus","sylvaticus","6/4/19",2019-06-04,"2019","Amphipoda"
"CASENT9101137","Trichoptera","Sericostomatidae","Gumaga","griseola","6/3/19",2019-06-03,"2019","Trichoptera"
"CASENT9101138","Trichoptera","Hydropsychidae","Hydropsyche","sp.","6/3/19",2019-06-03,"2019","Trichoptera"
"CASLOT059363","Trichoptera","Hydropsychidae","Hydropsyche","sp.","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059364","Trichoptera","Philopotamidae","Wormaldia","sp.","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059365","Diptera","Simuliidae","Simulium","sp.","6/5/19",2019-06-05,"2019","Diptera"
"CASENT9101139","Odonata","Coenagrionidae","Argia","vivida","6/5/19",2019-06-05,"2019","Odonata"
"CASENT9101140","Odonata","Coenagrionidae","Argia","agrioides","6/5/19",2019-06-05,"2019","Odonata"
"CASENT9101141","Odonata","Libellulidae","Orthemis","ferruginea","6/5/19",2019-06-05,"2019","Odonata"
"CASLOT059366","Odonata","Lestidae","Archilestes","grandis","6/5/19",2019-06-05,"2019","Odonata"
"CASLOT059367","Trichoptera","Sericostomatidae","Gumaga","griseola","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059368","Trichoptera","Psychomyiidae","Tinodes","sp.","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059369","Megaloptera","Sialidae","Sialis","sp.","6/5/19",2019-06-05,"2019","Megaloptera"
"CASENT9101142","Odonata","Coenagrionidae","Argia","agrioides","6/5/19",2019-06-05,"2019","Odonata"
"CASENT9101143","Coleoptera","Dytiscidae","Neoclypeodytes","quadripustulatus","6/5/19",2019-06-05,"2019","Coleoptera"
"CASLOT059370","Odonata","Aeshnidae","Aeshna","sp.","6/5/19",2019-06-05,"2019","Odonata"
"CASENT9101144","Diptera","Chironomidae",NA,NA,"6/5/19",2019-06-05,"2019","Diptera"
"CASLOT059371","Hemiptera","Corixidae","Graptocorixa","uhleroidea","6/5/19",2019-06-05,"2019","Hemiptera"
"CASLOT059372","Ephemeroptera","Baetidae","Callibaetis","pictus","6/5/19",2019-06-05,"2019","Ephemeroptera"
"CASENT9101145","Hemiptera","Corixidae","Corisella","inscripta","6/5/19",2019-06-05,"2019","Hemiptera"
"CASLOT059373","Trichoptera","Sericostomatidae","Gumaga","griseola","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059374","Trichoptera","Hydropsychidae","Hydropsyche","philo","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059375","Trichoptera","Philopotamidae","Wormaldia","gabriella","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059376","Trichoptera","Psychomyiidae","Tinodes","consueta","6/5/19",2019-06-05,"2019","Trichoptera"
"CASENT9101146","Trichoptera","Lepidostomatidae","Lepidostoma","cantha","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059377","Trichoptera","Hydropsychidae","Cheumatopsyche","mickelli","6/5/19",2019-06-05,"2019","Trichoptera"
"CASENT9101147","Trichoptera","Lepidostomatidae","Lepidostoma","unicolor","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059378","Trichoptera","Rhyacophilidae","Rhyacophila","vedra","6/5/19",2019-06-05,"2019","Trichoptera"
"CASENT9101131","Ephemeroptera","Baetidae","Callibaetis","pictus","6/3/19",2019-06-03,"2019","Ephemeroptera"
"CASLOT059379","Trichoptera","Hydroptilidae","Ochrotrichia","sp.","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059380","Trichoptera","Hydroptilidae","Hydroptila","arctia","6/5/19",2019-06-05,"2019","Trichoptera"
"CASENT9101148","Diptera","Simuliidae","Simulium","sp.","6/5/19",2019-06-05,"2019","Diptera"
"CASLOT059381","Trichoptera","Philopotamidae","Wormaldia","gabriella","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059382","Plecoptera","Nemouridae","Malenka","biloba","6/5/19",2019-06-05,"2019","Plecoptera"
"CASENT9101149","Diptera","Sciomyzidae","Dictya","sp.","6/5/19",2019-06-05,"2019","Diptera"
"CASENT9101150","Diptera","Diptera",NA,NA,"6/5/19",2019-06-05,"2019","Diptera"
"CASLOT059383","Hemiptera","Corixidae","Hesperocorixa","laevigata","6/4/19",2019-06-04,"2019","Hemiptera"
"CASLOT059384","Hemiptera","Corixidae","Corisella","inscripta","6/4/19",2019-06-04,"2019","Hemiptera"
"CASLOT059385","Hemiptera","Notonectidae","Buenoa","scimitra","6/4/19",2019-06-04,"2019","Hemiptera"
"CASLOT059386","Hemiptera","Notonectidae","Notonecta","kirbyi","6/4/19",2019-06-04,"2019","Hemiptera"
"CASENT9101151","Hemiptera","Notonectidae","Notonecta","shooteri","6/4/19",2019-06-04,"2019","Hemiptera"
"CASENT9101276",NA,"Physidae","Physa","sp.","6/4/19",2019-06-04,"2019",NA
"CASLOT059553","Ephemeroptera","Baetidae","Callibaetis","pictus","6/4/19",2019-06-04,"2019","Ephemeroptera"
"CASLOT059554","Odonata","Coenagrionidae","Enallagma","carunculatum",NA,NA,NA,"Odonata"
"CASLOT059555","Odonata","Coenagrionidae","Enallagma","praevarum",NA,NA,NA,"Odonata"
"CASENT9101277","Odonata","Lestidae","Lestes","stultus",NA,NA,NA,"Odonata"
"CASLOT059297","Hemiptera","Corixidae","Hesperocorixa","laevirgata","6/4/19",2019-06-04,"2019","Hemiptera"
"CASENT9101111","Hemiptera","Notonectidae","Buenoa","scimitra","6/4/19",2019-06-04,"2019","Hemiptera"
"CASLOT059298","Hemiptera","Notonectidae","Notonecta","kirbyi","6/4/19",2019-06-04,"2019","Hemiptera"
"CASLOT059299","Ephemeroptera","Baetidae","Callibaetis","pictus","6/4/19",2019-06-04,"2019","Ephemeroptera"
"CASENT9101278","Odonata","Calopterygidae","Hetaerina","americana","6/5/19",2019-06-05,"2019","Odonata"
"CASLOT059556","Trichoptera","Sericostomatidae","Gumaga","griseola","6/3/19",2019-06-03,"2019","Trichoptera"
"CASLOT059557","Trichoptera","Hydropsychidae","Hydropsyche","philo","6/3/19",2019-06-03,"2019","Trichoptera"
"CASENT9101279","Trichoptera","Hydropsychidae","Cheumatopsyche","mickeli","6/3/19",2019-06-03,"2019","Trichoptera"
"CASENT9101280","Trichoptera","Lepidostomatidae","Lepidostoma","unicolor","6/3/19",2019-06-03,"2019","Trichoptera"
"CASENT9101281","Trichoptera","Philopotamidae","Wormaldia","sp.","6/3/19",2019-06-03,"2019","Trichoptera"
"CASENT9101282","Trichoptera","Hydroptilidae","Hydroptila","sp.","6/3/19",2019-06-03,"2019","Trichoptera"
"CASLOT059558","Trichoptera","Sericostomatidae","Gumaga","griseola","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059559","Trichoptera","Lepidostomatidae","Lepidostoma","sp.","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059560","Trichoptera","Rhyacophilidae","Rhyacophila","vedra","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059561","Trichoptera","Philopotamidae","Wormaldia","sp.","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059562","Trichoptera","Psychomyiidae","Tinodes","provo","6/5/19",2019-06-05,"2019","Trichoptera"
"CASENT9101283","Trichoptera","Hydroptilidae","Hydroptila","arctia","6/5/19",2019-06-05,"2019","Trichoptera"
"CASLOT059563","Coleoptera","Gyrinidae","Gyrinus","sp.","6/5/19",2019-06-05,"2019","Coleoptera"
"CASLOT059564","Coleoptera","Dytiscidae","Hydroporus","sp.","6/5/19",2019-06-05,"2019","Coleoptera"
"CASENT9101284","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","associata","6/5/19",2019-06-05,"2019","Ephemeroptera"
"CASLOT059565","Trichoptera","Sericostomatidae","Gumaga","griseola","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059566","Trichoptera","Hydropsychidae","Hydropsyche","philo","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059567","Trichoptera","Hydropsychidae","Cheumatopsyche","mickeli","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059568","Trichoptera","Philopotamidae","Wormaldia","gabriella","6/4/19",2019-06-04,"2019","Trichoptera"
"CASENT9101285","Trichoptera","Lepidostomatidae","Lepidostoma","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059569","Trichoptera","Leptoceridae","Oecetis","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059570","Trichoptera","Psychomyiidae","Tinodes","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASLOT059506","Trichoptera","Hydroptilidae","Hydroptila","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASENT9101256","Trichoptera","Hydroptilidae","Ochrotrichia","sp.","6/4/19",2019-06-04,"2019","Trichoptera"
"CASENT9101257","Ephemeroptera","Baetidae","Baetis","tricaudatus","6/4/19",2019-06-04,"2019","Ephemeroptera"
"CASLOT059507","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","associata","6/4/19",2019-06-04,"2019","Ephemeroptera"
"CASLOT059508","Plecoptera","Nemouridae","Malenka","sp.","6/6/19",2019-06-06,"2019","Plecoptera"
"CASENT9101258","Odonata","Cordulegastridae","Cordulegaster","dorsalis","6/6/19",2019-06-06,"2019","Odonata"
"CASLOT059511","Diptera","Tipulidae","Tipula","sp.","6/6/19",2019-06-06,"2019","Diptera"
"CASLOT059512","Trichoptera","Hydropsychidae","Hydropsyche","sp.","6/6/19",2019-06-06,"2019","Trichoptera"
"CASENT9101259","Hemiptera","Belostomatidae","Abedus","indentatus","6/6/19",2019-06-06,"2019","Hemiptera"
"CASENT9101260","Plecoptera","Nemouridae","Malenka","biloba","6/6/19",2019-06-06,"2019","Plecoptera"
"CASLOT059513","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","6/6/19",2019-06-06,"2019","Ephemeroptera"
"CASLOT059514","Ephemeroptera","Baetidae","Baetis","tricaudatus","6/6/19",2019-06-06,"2019","Ephemeroptera"
"CASLOT059515","Diptera","Simuliidae","Simulium","sp.","6/6/19",2019-06-06,"2019","Diptera"
"CASENT9101261","Coleoptera","Dytiscidae","Stictotarsus","striatellus","6/6/19",2019-06-06,"2019","Coleoptera"
"CASENT9101262","Coleoptera","Dytiscidae","Hydroporus","sp.","6/6/19",2019-06-06,"2019","Coleoptera"
"CASLOT059516","Odonata","Coenagrionidae","Argia","vivida","6/5/19",2019-06-05,"2019","Odonata"
"CASLOT059517","Trichoptera","Philopotamidae","Wormaldia","sp.","6/5/19",2019-06-05,"2019","Trichoptera"
"CASENT9101263","Hemiptera","Veliidae","Microvelia","californiensis","6/5/19",2019-06-05,"2019","Hemiptera"
"CASENT9101264","Coleoptera","Haliplidae","Peltodytes","simplex","6/5/19",2019-06-05,"2019","Coleoptera"
"CASLOT059518","Amphipoda","Hyalellidae","Hyalella","sp.","6/5/19",2019-06-05,"2019","Amphipoda"
"CASLOT059519","Ephemeroptera","Baetidae","Fallceon","quilleri","6/5/19",2019-06-05,"2019","Ephemeroptera"
"CASLOT059520","Trichoptera","Hydropsychidae","Hydropsyche","sp.","6/5/19",2019-06-05,"2019","Trichoptera"
"CASENT9101265","Plecoptera","Nemouridae","Malenka","sp.","6/5/19",2019-06-05,"2019","Plecoptera"
"CASENT9101266","Coleoptera","Dytiscidae","Agabus","lugens","6/5/19",2019-06-05,"2019","Coleoptera"
"CASLOT059522","Trichoptera","Hydropsychidae","Hydropsyche","californica","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059523","Trichoptera","Hydropsychidae","Hydropsyche","occidentalis","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059524","Trichoptera","Hydropsychidae","Hydropsyche","sp.","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059525","Trichoptera","Leptoceridae","Oecetis","avara","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059526","Trichoptera","Hydropsychidae","Cheumatopsyche","mickeli","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059527","Trichoptera","Helicopsychidae","Helicopsyche","borealis","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059528","Trichoptera","Philopotamidae","Chimarra","utahensis","6/27/19",2019-06-27,"2019","Trichoptera"
"CASENT9101268","Trichoptera","Leptoceridae","Mystacides","sp.","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059529","Trichoptera","Psychomyiidae","Tinodes","provo","6/27/19",2019-06-27,"2019","Trichoptera"
"CASENT9101269","Trichoptera","Polycentropodidae","Polycentropus","halidus","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059530","Trichoptera","Brachycentridae","Amiocentrus","aspilus","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059531","Trichoptera","Hydroptilidae","Neotrichia","halia","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059532","Trichoptera","Hydroptilidae","Leucotrichia","pictipes","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059533","Trichoptera","Hydroptilidae","Ochrotrichia","sp.","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059534","Trichoptera","Hydroptilidae","Ochrotrichia","sp.","6/27/19",2019-06-27,"2019","Trichoptera"
"CASENT9101270","Trichoptera","Hydroptilidae","Ochrotrichia","tenuata","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059535","Trichoptera","Hydroptilidae","Oxyethira","sp.","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059536","Trichoptera","Hydroptilidae","Hydroptila","arctia","6/27/19",2019-06-27,"2019","Trichoptera"
"CASLOT059537","Lepidoptera","Crambidae","Petrophila","sp.","6/27/19",2019-06-27,"2019","Lepidoptera"
"CASLOT059538","Hemiptera","Corixidae","Sigara","mckinstyri","6/27/19",2019-06-27,"2019","Hemiptera"
"CASENT9101271","Hemiptera","Notonectidae","Buenoa","scimitra","6/27/19",2019-06-27,"2019","Hemiptera"
"CASLOT059685","Megaloptera","Corydalidae","Neohermes","californicus","6/27/19",2019-06-27,"2019","Megaloptera"
